session_id,path,viewedAt,pageviewCount,browserName,deviceType,osName,city,country,region,trafficSource,referrerUrl,utmSource,utmMedium,utmCampaign,utmContent,timeOnPageMs
wix_70.37.26.93_2132026_7,/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2026-02-13T07:00:00Z,1,Edge,desktop,Windows,,US,WA,direct,,,,,,
wix_107.77.205.143_4102026_15,/contact,2026-04-10T15:00:00Z,1,Edge,mobile,iOS,,US,WA,direct,,,,,,
wix_223.181.50.139_4152026_11,/,2026-04-15T11:00:00Z,1,Edge,desktop,Windows,Kolkata,IN,WB,direct,https://synozur.com/team,,,,,27000
wix_unknown_162026_15,/team/rob-asen,2026-01-06T15:00:00Z,1,DuckDuckGo Mobile,mobile,iOS,Cary,US,NC,direct,,,,,,
wix_119.56.16.54_392026_4,/post/11-copilot-tips-to-supercharge-your-productivity,2026-03-09T04:00:00Z,1,Chrome,mobile,Android,Singapore,SG,,direct,,,,,,
wix_124.95.181.36_2252026_17,/,2026-02-25T17:00:00Z,1,Chrome,desktop,Windows,,CN,,direct,,,,,,
wix_98.148.247.162_462026_9,/team,2026-04-06T09:00:00Z,1,Chrome,desktop,Mac OS,San Diego,US,CA,organic,https://google.com/,,,,,
wix_85.247.65.219_2182026_10,/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2026-02-18T10:00:00Z,1,Chrome,desktop,Windows,Sacavém,PT,11,direct,,,,,,6000
wix_136.226.252.175_5312026_7,/,2026-05-31T07:00:00Z,1,Edge,desktop,Windows,Chennai,IN,TN,referral,https://orion.synozur.com/,,,,,2000
wix_36.129.248.200_212026_12,/services-overview/strategic-transformation,2026-02-01T12:00:00Z,1,Chrome,desktop,Windows,Dalian,CN,LN,direct,,,,,,
wix_142.111.99.88_2172026_14,/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,2026-02-17T14:00:00Z,1,Chrome,desktop,Windows,San Francisco,US,CA,referral,,hs_email,email,,23481503,
wix_205.169.39.14_3302026_9,/,2026-03-30T09:00:00Z,1,Chrome,desktop,Windows,,US,,referral,,hs_email,email,,26092443,
wix_172.56.204.160_292026_7,/solutions/company-os,2026-02-09T07:00:00Z,1,Chrome,mobile,Android,Seattle,US,WA,organic,https://google.com/,,,,,80000
wix_173.25.48.229_4142026_17,/post/claude-comes-inside-the-microsoft-365-boundary,2026-04-14T17:00:00Z,1,Chrome,mobile,Android,Webb City,US,MO,direct,,,,,,
wix_87.64.17.103_2172026_12,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-02-17T12:00:00Z,1,Chrome,mobile,Android,Antwerp,BE,VAN,direct,,,,,,
wix_96.250.93.196_1222026_17,/clients,2026-01-22T17:00:00Z,1,Google App,mobile,iOS,New York,US,NY,organic,https://google.com/,,,,,
wix_unknown_192026_13,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-09T13:00:00Z,1,Chrome,mobile,iOS,Croston,GB,LAN,direct,,,,,,
wix_76.147.143.100_1202026_13,/careers,2026-01-20T13:00:00Z,1,Chrome,mobile,iOS,Bothell,US,WA,organic,https://google.com/,,,,,
wix_50.47.239.237_5292026_18,/,2026-05-29T18:00:00Z,1,Edge,mobile,iOS,Bothell,US,WA,referral,https://aka.synozur.com/,,,,,
wix_unknown_162026_11,/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,2026-01-06T11:00:00Z,1,Edge,desktop,Windows,Beverly,US,MA,referral,https://statics.teams.cdn.office.net/,,,,,
wix_107.181.142.78_342026_16,/post/11-copilot-tips-to-supercharge-your-productivity,2026-03-04T16:00:00Z,1,Chrome,mobile,Android,City of London,GB,LND,organic,https://bing.com/,,,,,125000
wix_98.97.49.63_2222026_3,/,2026-02-22T03:00:00Z,1,Safari,tablet,iPadOS 18,Portland,US,OR,organic,https://google.com/,,,,,15000
wix_106.186.212.103_322026_15,/post/11-copilot-tips-to-supercharge-your-productivity,2026-03-02T15:00:00Z,1,Edge,desktop,Windows,Tokyo,JP,Tokyo,organic,https://bing.com/,,,,,
wix_unknown_152026_16,/team,2026-01-05T16:00:00Z,1,Edge,desktop,Windows,Calgary,CA,AB,direct,,,,,,80000
wix_92.71.137.210_3162026_9,/post/claude-comes-inside-the-microsoft-365-boundary,2026-03-16T09:00:00Z,1,Edge,desktop,Windows,Derby,GB,DER,organic,https://google.com/,,,,,
wix_103.149.236.226_3312026_8,/careers,2026-03-31T08:00:00Z,1,Chrome,desktop,Mac OS,,IN,,direct,https://synozur.com/,,,,,
wix_68.126.61.125_612026_13,/services-overview/default,2026-06-01T13:00:00Z,1,Chrome,desktop,Mac OS,Los Angeles,US,CA,organic,https://google.com/,,,,,6000
wix_82.1.210.188_2252026_1,/,2026-02-25T01:00:00Z,1,Edge,desktop,Windows,Cambridge,GB,CAM,referral,,hs_email,email,,11095374,34000
wix_45.84.107.17_1302026_22,/profile/chris/profile,2026-01-30T22:00:00Z,1,Chrome,desktop,Mac OS,,SE,,direct,,,,,,15000
wix_45.36.144.184_242026_5,/post/agentic-users-autonomous-workflows-and-the-ai-workplace-of-2025-your-complete-guide,2026-02-04T05:00:00Z,1,Chrome,desktop,Windows,Winston-Salem,US,NC,referral,https://synozur.com/post/agentic-users-autonomous-workflows-and-the-ai-workplace-of-2025-your-complete-guide?utm_medium=email&_hsenc=p2anqtz-8rpceftpid4rt4xg1urexshy4xr6fanjmoxl67dgu8vl4lnbot7d7nn4h8opegczs0gz3coxv7y4asfyrd9v3w7guribra3oqydop_4od2c5p0chk&_hsmi=17805809&utm_content=17805809&utm_source=hs_email,hs_email,email,,17805809,
wix_172.56.213.195_222026_10,/services-overview/default,2026-02-02T10:00:00Z,1,Safari,mobile,iOS,Las Vegas,US,NV,direct,,,,,,
wix_50.47.248.147_2152026_14,/items,2026-02-15T14:00:00Z,1,Edge,desktop,Windows,Bothell,US,WA,direct,,,,,,
wix_76.191.87.2_2162026_15,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-16T15:00:00Z,1,Chrome,desktop,Windows,Bellevue,US,WA,organic,https://google.com/,,,,,
wix_146.143.196.8_3252026_10,/services-overview/default,2026-03-25T10:00:00Z,1,Chrome,desktop,Windows,New York,US,NY,organic,https://google.com/,,,,,16000
wix_203.200.182.84_222026_12,/,2026-02-02T12:00:00Z,1,Chrome,desktop,Chrome OS,Gurugram,IN,HR,direct,,,,,,
wix_105.184.196.129_622026_20,/post/11-copilot-tips-to-supercharge-your-productivity,2026-06-02T20:00:00Z,1,Edge,desktop,Windows,Johannesburg,ZA,GP,organic,https://bing.com/,,,,,
wix_193.34.73.131_282026_9,/contact,2026-02-08T09:00:00Z,1,Firefox,desktop,Mac OS,Medford,US,NY,direct,,,,,,
wix_51.38.225.46_4272026_9,/solutions/delivery-management,2026-04-27T09:00:00Z,1,Chrome,desktop,Mac OS,,FR,,direct,,,,,,4000
wix_35.136.250.173_482026_7,/polaris,2026-04-08T07:00:00Z,1,Edge,desktop,Windows,Orlando,US,FL,referral,https://podmatch.com/,,,,,
wix_193.161.3.144_3222026_3,/polaris,2026-03-22T03:00:00Z,1,Chrome,desktop,Linux,Frankfurt am Main,DE,HE,direct,,,,,,
wix_73.164.171.54_3192026_11,/team/michelle-boyd,2026-03-19T11:00:00Z,1,Firefox,desktop,Windows,Portland,US,OR,direct,,,,,,
wix_108.46.36.80_332026_20,/post/claude-comes-inside-the-microsoft-365-boundary,2026-03-03T20:00:00Z,1,Chrome,desktop,Mac OS,Brooklyn,US,NY,direct,https://gemini.google.com/,,,,,
wix_174.164.237.204_5132026_21,/applications,2026-05-13T21:00:00Z,1,Chrome,mobile,Android,North Bend,US,WA,referral,android-app://com.linkedin.android/,,,,,
wix_50.47.248.147_352026_17,/,2026-03-05T17:00:00Z,1,Edge,desktop,Windows,Bothell,US,WA,direct,,,,,,7000
wix_223.181.50.139_4152026_11,/,2026-04-15T11:00:00Z,1,Edge,desktop,Windows,Kolkata,IN,WB,referral,https://statics.teams.cdn.office.net/,,,,,
wix_76.120.63.201_622026_14,/services-overview/default,2026-06-02T14:00:00Z,1,Edge,desktop,Windows,Carbondale,US,CO,direct,https://synozur.com/services-overview/default,,,,,
wix_182.70.68.102_392026_8,/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,2026-03-09T08:00:00Z,1,Chrome,desktop,Windows,Pune,IN,MH,organic,https://google.com/,,,,,
wix_unknown_162026_11,/team/rob-asen,2026-01-06T11:00:00Z,1,DuckDuckGo Mobile,mobile,iOS,Brooklyn,US,NY,direct,,,,,,
wix_162.238.112.151_1282026_13,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-01-28T13:00:00Z,1,Safari,desktop,Mac OS,St Louis,US,MO,organic,https://google.com/,,,,,
wix_50.5.28.170_2202026_2,/post/first-encounters-with-microsofts-copilot-researcher-analyst,2026-02-20T02:00:00Z,1,Safari,desktop,Mac OS,Mason,US,OH,organic,https://google.com/,,,,,
wix_unknown_1132026_3,/post/news-from-microsoft-ignite-2024,2026-01-13T03:00:00Z,1,Safari,mobile,iOS,Vancouver,CA,BC,direct,,,,,,
wix_136.226.100.94_3252026_9,/team,2026-03-25T09:00:00Z,1,Chrome,desktop,Windows,,US,TX,organic,https://google.com/,,,,,9000
wix_184.144.44.178_5172026_12,/careers,2026-05-17T12:00:00Z,1,Firefox,mobile,Android,Orléans,CA,ON,direct,https://synozur.com/,,,,,13000
wix_50.196.68.170_412026_5,/post/claude-comes-inside-the-microsoft-365-boundary,2026-04-01T05:00:00Z,1,Chrome,desktop,Windows,Miami,US,FL,organic,https://google.com/,,,,,
wix_108.15.254.119_592026_17,/post/claude-comes-inside-the-microsoft-365-boundary,2026-05-09T17:00:00Z,1,Safari,mobile,iOS,Mechanicsburg,US,PA,direct,,,,,,
wix_50.47.239.237_5152026_23,/,2026-05-15T23:00:00Z,1,Edge,mobile,iOS,Bothell,US,WA,referral,https://aka.synozur.com/,,,,,
wix_104.7.219.117_5112026_15,/services/technology-transformation,2026-05-11T15:00:00Z,1,Safari,desktop,Mac OS,Austin,US,TX,direct,https://synozur.com/team,,,,,148000
wix_102.0.15.218_262026_1,/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,2026-02-06T01:00:00Z,1,Chrome,desktop,Windows,Nairobi,KE,30,direct,,,,,,
wix_112.46.49.147_2202026_19,/,2026-02-20T19:00:00Z,1,Chrome,desktop,Windows,,CN,,direct,,,,,,
wix_208.56.28.56_3102026_12,/post/claude-comes-inside-the-microsoft-365-boundary,2026-03-10T12:00:00Z,1,Chrome,desktop,Mac OS,Portland,US,OR,direct,,,,,,
wix_172.226.188.9_2202026_16,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-20T16:00:00Z,1,Safari,mobile,iOS,Miami,US,FL,direct,,,,,,
wix_24.56.199.223_4292026_11,/contact,2026-04-29T11:00:00Z,1,Chrome,desktop,Windows,Arlington,US,WA,organic,https://google.com/,,,,,2000
wix_unknown_1112026_3,/post/gpt-5-2-arrives-in-m365-copilot,2026-01-11T03:00:00Z,1,Chrome,desktop,Mac OS,Camden,GB,CMD,organic,https://google.com/,,,,,
wix_50.47.239.237_5242026_3,/post/clawpilot-a-new-way-to-work-with-ai,2026-05-24T03:00:00Z,1,Edge,mobile,iOS,Bothell,US,WA,direct,,,,,,
wix_115.70.56.157_522026_18,/post/claude-comes-inside-the-microsoft-365-boundary,2026-05-02T18:00:00Z,1,Edge,desktop,Windows,Sydney,AU,NSW,organic,https://bing.com/,,,,,
wix_108.18.75.227_5262026_5,/post/ux-marks-the-spot-navigating-the-customer-journey-with-ginny-delaitre,2026-05-26T05:00:00Z,1,Safari,desktop,Mac OS,Arlington,US,VA,organic,https://google.com/,,,,,
wix_49.156.109.175_2222026_12,/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,2026-02-22T12:00:00Z,1,Chrome,desktop,Windows,Ludhiana,IN,PB,organic,https://google.com/,,,,,
wix_136.226.60.118_2222026_8,/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,2026-02-22T08:00:00Z,1,Edge,desktop,Windows,New York,US,NY,organic,https://bing.com/,,,,,
wix_172.56.204.160_292026_7,/solutions/ai-strategy-and-design,2026-02-09T07:00:00Z,1,Chrome,mobile,Android,Seattle,US,WA,organic,https://google.com/,,,,,
wix_37.114.50.124_4172026_22,/contact,2026-04-17T22:00:00Z,1,Chrome,desktop,Mac OS,,DE,,direct,,,,,,33000
wix_97.113.139.101_2222026_8,/insights/categories/_news,2026-02-22T08:00:00Z,1,Edge,desktop,Windows,Seattle,US,WA,referral,,hs_email,email,,23481503,
wix_76.17.104.79_4102026_7,/services/technology-transformation,2026-04-10T07:00:00Z,1,Chrome,desktop,Mac OS,Marietta,US,GA,direct,,,,,,38000
wix_146.75.245.141_2142026_10,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-02-14T10:00:00Z,1,Safari,mobile,iOS,Bensalem,US,PA,organic,https://google.com/,,,,,
wix_104.225.173.240_482026_8,/careers,2026-04-08T08:00:00Z,1,Edge,desktop,Windows,Charlotte,US,NC,direct,,,,,,
wix_149.57.191.83_3292026_9,/terms,2026-03-29T09:00:00Z,1,Chrome,desktop,Linux,New York,US,NY,direct,,,,,,
wix_62.252.173.135_4212026_11,/post/business-strategy-masterclass,2026-04-21T11:00:00Z,1,Chrome,desktop,Windows,Crook,GB,DUR,organic,https://google.com/,,,,,
wix_195.224.238.236_5102026_8,/post/11-copilot-tips-to-supercharge-your-productivity,2026-05-10T08:00:00Z,1,Edge,desktop,Windows,Nottingham,GB,NGM,organic,https://bing.com/,,,,,
wix_unknown_1142026_14,/,2026-01-14T14:00:00Z,1,Chrome,desktop,Windows,Denver,US,CO,direct,https://synozur.com/,,,,,15000
wix_120.233.2.215_4132026_9,/event-details/the-new-ai-frontier-market-shifts-maturity-gaps-and-how-to-lead-with-copilot,2026-04-13T09:00:00Z,1,Chrome,desktop,Windows,,CN,,direct,,,,,,
wix_20.36.30.96_3112026_11,/,2026-03-11T11:00:00Z,1,Edge,desktop,Windows,,US,WA,direct,https://synozur.com/,,,,,
wix_unknown_172026_6,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-07T06:00:00Z,1,Edge,desktop,Windows,Rock Hill,US,SC,organic,https://bing.com/,,,,,
wix_120.234.17.42_3132026_15,/,2026-03-13T15:00:00Z,1,Chrome,desktop,Windows,,CN,,direct,,,,,,
wix_170.85.91.30_612026_12,/,2026-06-01T12:00:00Z,1,Chrome,desktop,Mac OS,Reston,US,VA,organic,https://google.com/,,,,,13000
wix_85.255.30.252_4152026_1,/post/claude-comes-inside-the-microsoft-365-boundary,2026-04-15T01:00:00Z,1,Edge,desktop,Windows,Paris,FR,75,organic,https://google.com/,,,,,
wix_unknown_1112026_5,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-01-11T05:00:00Z,1,Chrome,mobile,Android,Edison,US,NJ,direct,,copilot.com,,,,
wix_unknown_12312025_13,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2025-12-31T13:00:00Z,1,Safari,mobile,iOS,Inverurie,GB,ABD,organic,https://google.com/,,,,,
wix_136.226.54.175_622026_11,/team,2026-06-02T11:00:00Z,1,Chrome,desktop,Mac OS,Seattle,US,WA,organic,https://google.com/,,,,,42000
wix_73.225.67.133_2152026_14,/about,2026-02-15T14:00:00Z,1,Chrome,mobile,Android,Renton,US,WA,organic,https://google.com/,,,,,
wix_204.111.44.184_2252026_7,/post/gpt-5-2-arrives-in-m365-copilot,2026-02-25T07:00:00Z,1,Chrome,desktop,Windows,Lancaster,US,PA,organic,https://google.com/,,,,,
wix_83.35.192.122_3152026_9,/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,2026-03-15T09:00:00Z,1,Safari,desktop,Mac OS,Santiago de Compostela,ES,C,direct,,,,,,
wix_68.168.225.126_332026_10,/,2026-03-03T10:00:00Z,1,Chrome,desktop,Windows,Eagle Butte,US,SD,organic,https://google.com/,,,,,51000
wix_75.217.1.49_3222026_11,/case-studies/energy-company-reinvents-employee-expereince-and-effectiveness,2026-03-22T11:00:00Z,1,Safari,desktop,Mac OS,Houston,US,TX,organic,https://linkedin.com/,,,,,
wix_unknown_192026_10,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-01-09T10:00:00Z,1,Android WebView,mobile,Android,Delhi,IN,DL,direct,,,,,,
wix_14.180.4.54_5222026_13,/post/sharepoint-s-next-25-years,2026-05-22T13:00:00Z,1,Chrome,desktop,Windows,Hanoi,VN,HN,direct,,,,,,
wix_unknown_12312025_22,/post/claude-comes-inside-the-microsoft-365-boundary,2025-12-31T22:00:00Z,1,Chrome,desktop,Mac OS,Tel Aviv,IL,TA,direct,,,,,,
wix_152.44.110.118_1272026_1,/,2026-01-27T01:00:00Z,1,Chrome,desktop,Linux,,US,,direct,,,,,,
wix_108.240.160.13_482026_8,/case-studies/ai-&-governance-acceleration-for-private-equity,2026-04-08T08:00:00Z,1,Safari,desktop,Mac OS,Mentor,US,OH,direct,https://synozur.com/,,,,,
wix_32.132.236.206_452026_1,/post/claude-comes-inside-the-microsoft-365-boundary,2026-04-05T01:00:00Z,1,Chrome,desktop,Windows,Jacksonville,US,FL,organic,https://google.com/,,,,,
wix_35.133.8.191_4222026_15,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-04-22T15:00:00Z,1,Edge,desktop,Windows,Salida,US,CO,direct,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,,,,,
wix_205.169.39.184_4122026_10,/,2026-04-12T10:00:00Z,1,Chrome,desktop,Windows,,US,,direct,,,,,,
wix_23.245.201.32_612026_11,/team/joshua-christensen,2026-06-01T11:00:00Z,1,Chrome,desktop,Windows,Delaware,US,OH,organic,https://google.com/,,,,,27000
wix_73.218.70.106_5202026_20,/post/building-strategic-roadmaps-for-enhanced-customer-experiences,2026-05-20T20:00:00Z,1,Safari,mobile,iOS,New Haven,US,CT,direct,,,,,,
wix_89.45.191.197_632026_11,/post/11-copilot-tips-to-supercharge-your-productivity,2026-06-03T11:00:00Z,1,Chrome,desktop,Windows,Hornchurch,GB,HAV,organic,https://bing.com/,,,,,
wix_71.65.101.216_1262026_4,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-26T04:00:00Z,1,Edge,desktop,Windows,Cincinnati,US,OH,direct,https://perplexity.ai/,,,,,
wix_104.28.103.42_622026_11,/team/joshua-christensen,2026-06-02T11:00:00Z,1,Safari,mobile,iOS,Canton,US,OH,direct,,,,,,30000
wix_50.47.248.147_2132026_8,/,2026-02-13T08:00:00Z,1,Edge,mobile,iOS,Bothell,US,WA,direct,,,,,,48000
wix_47.14.64.199_632026_18,/team,2026-06-03T18:00:00Z,1,Chrome,mobile,Android,Upton,US,MA,organic,https://google.com/,,,,,
wix_50.39.142.144_452026_8,/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,2026-04-05T08:00:00Z,1,Edge,desktop,Mac OS,Beaverton,US,OR,direct,https://synozur.com/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,,,,,4000
wix_unknown_12312025_16,/post/gpt-5-2-arrives-in-m365-copilot,2025-12-31T16:00:00Z,1,Chrome,desktop,Windows,Grand Island,US,NE,organic,https://google.com/,,,,,
wix_165.225.243.111_382026_16,/post/11-copilot-tips-to-supercharge-your-productivity,2026-03-08T16:00:00Z,1,Edge,desktop,Windows,San Jose,US,CA,organic,https://bing.com/,,,,,
wix_174.116.16.252_2232026_9,/about,2026-02-23T09:00:00Z,1,Chrome,desktop,Windows,Ottawa,CA,ON,direct,,,,,,21000
wix_82.22.92.241_2172026_13,/case-studies/management-makeover-at-a-luxury-brand,2026-02-17T13:00:00Z,1,Chrome,desktop,Windows,Los Angeles,US,CA,referral,,hs_email,email,,23481503,
wix_97.64.54.119_2112026_9,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-11T09:00:00Z,1,Edge,desktop,Windows,New York,US,NY,organic,https://google.com/,,,,,
wix_79.119.88.139_3192026_7,/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,2026-03-19T07:00:00Z,1,Edge,desktop,Windows,Bucharest,RO,B,direct,,,,,,
wix_208.127.123.188_642026_4,/post/11-copilot-tips-to-supercharge-your-productivity,2026-06-04T04:00:00Z,1,Edge,desktop,Windows,London,GB,ENG,direct,,,,,,
wix_170.85.6.192_312026_6,/post/11-copilot-tips-to-supercharge-your-productivity,2026-03-01T06:00:00Z,1,Edge,desktop,Windows,Chicago,US,IL,organic,https://bing.com/,,,,,
wix_82.22.90.196_342026_6,/event-details/m365-community-conference-2026,2026-03-04T06:00:00Z,1,Chrome,desktop,Windows,Los Angeles,US,CA,referral,,hs_email,email,,24497392,
wix_172.56.204.160_292026_7,/services/technology-transformation,2026-02-09T07:00:00Z,1,Chrome,mobile,Android,Seattle,US,WA,organic,https://google.com/,,,,,100000
wix_140.82.201.247_422026_8,/post/11-copilot-tips-to-supercharge-your-productivity,2026-04-02T08:00:00Z,1,Edge,desktop,Windows,Mumbai,IN,MH,organic,https://bing.com/,,,,,
wix_198.203.221.246_2232026_5,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-02-23T05:00:00Z,1,Edge,desktop,Windows,Omaha,US,NE,organic,https://bing.com/,,,,,
wix_104.7.219.117_5122026_7,/,2026-05-12T07:00:00Z,1,Safari,desktop,Mac OS,Austin,US,TX,organic,https://google.com/,,,,,
wix_95.246.235.215_222026_7,/post/gpt-5-2-arrives-in-m365-copilot,2026-02-02T07:00:00Z,1,Chrome,desktop,Windows,Rome,IT,RM,organic,https://google.com/,,,,,
wix_99.8.78.217_342026_10,/items/2026-ai-report,2026-03-04T10:00:00Z,1,Edge,desktop,Windows,McKinney,US,TX,direct,,,,,,
wix_174.21.50.127_582026_11,/post/back-in-the-intra-zone-mark-kashman-and-the-m365-community-conference,2026-05-08T11:00:00Z,1,Edge,desktop,Windows,Seattle,US,WA,direct,,,,,,
wix_81.87.12.69_2102026_0,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-02-10T00:00:00Z,1,Edge,desktop,Windows,Canterbury,GB,KEN,organic,https://bing.com/,,,,,
wix_185.220.100.241_3192026_12,/contact,2026-03-19T12:00:00Z,1,Chrome,desktop,Mac OS,,DE,,direct,,,,,,23000
wix_211.141.193.39_4122026_23,/,2026-04-12T23:00:00Z,1,Chrome,desktop,Windows,Beijing,CN,BJ,direct,,,,,,
wix_140.248.44.1_2112026_15,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-11T15:00:00Z,1,Safari,mobile,iOS,Miami,US,FL,direct,,,,,,
wix_50.173.195.65_2192026_12,/team,2026-02-19T12:00:00Z,1,Chrome,desktop,Windows,Minneapolis,US,MN,organic,https://google.com/,,,,,2000
wix_108.31.28.232_452026_13,/team,2026-04-05T13:00:00Z,1,Edge,desktop,Windows,Gaithersburg,US,MD,organic,https://bing.com/,,,,,
wix_90.212.31.244_532026_4,/post/claude-comes-inside-the-microsoft-365-boundary,2026-05-03T04:00:00Z,1,Safari,mobile,iOS,Saint Leonards-on-Sea,GB,ESX,organic,https://google.com/,,,,,
wix_unknown_1112026_12,/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2026-01-11T12:00:00Z,1,Edge,desktop,Windows,Seattle,US,WA,organic,https://bing.com/,,,,,
wix_147.161.166.254_1292026_0,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-01-29T00:00:00Z,1,Edge,desktop,Windows,London,GB,ENG,organic,https://google.com/,,,,,
wix_64.47.78.26_2172026_8,/post/m-files-and-microsoft-a-new-era-of-document-management,2026-02-17T08:00:00Z,1,Edge,desktop,Windows,New York,US,NY,direct,,,,,,88000
wix_174.61.230.176_382026_15,/,2026-03-08T15:00:00Z,1,Chrome,mobile,Android,Redmond,US,WA,direct,,,,,,
wix_90.60.32.216_2102026_12,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-10T12:00:00Z,1,Safari,desktop,Mac OS,Paris,FR,75,organic,https://google.com/,,,,,
wix_97.89.149.103_292026_9,/clients,2026-02-09T09:00:00Z,1,Chrome,desktop,Mac OS,Weaverville,US,NC,organic,https://google.com/,,,,,
wix_87.178.37.144_3142026_15,/team,2026-03-14T15:00:00Z,1,Firefox,desktop,Mac OS,Düsseldorf,DE,NW,organic,https://google.com/,,,,,
wix_107.77.206.32_4212026_4,/solutions/microsoft-partner-development,2026-04-21T04:00:00Z,1,Edge,mobile,iOS,,US,IL,direct,,,,,,
wix_47.246.164.131_4132026_23,/workshops,2026-04-13T23:00:00Z,1,360 Secure Browser,desktop,Windows,,SG,,direct,,,,,,
wix_unknown_182026_8,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-01-08T08:00:00Z,1,Chrome,desktop,Mac OS,New York,US,NY,direct,,,,,,
wix_84.172.245.177_232026_8,/items,2026-02-03T08:00:00Z,1,Safari,desktop,Mac OS,Altdorf,DE,BW,direct,,,,,,21000
wix_106.219.178.158_2232026_6,/,2026-02-23T06:00:00Z,1,Edge,desktop,Windows,Chennai,IN,TN,organic,https://bing.com/,,,,,
wix_109.50.94.59_532026_2,/post/claude-comes-inside-the-microsoft-365-boundary,2026-05-03T02:00:00Z,1,Edge,desktop,Windows,Lisbon,PT,11,organic,https://google.com/,,,,,
wix_73.164.171.54_3152026_13,/clients,2026-03-15T13:00:00Z,1,Firefox,desktop,Windows,Portland,US,OR,direct,,,,,,38000
wix_114.94.85.42_622026_23,/post/11-copilot-tips-to-supercharge-your-productivity,2026-06-02T23:00:00Z,1,Edge,mobile,Android,,CN,SH,direct,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,,,,,
wix_unknown_162026_9,/team,2026-01-06T09:00:00Z,1,Edge,desktop,Windows,Royal Leamington Spa,GB,WAR,organic,https://bing.com/,,,,,
wix_110.235.238.88_5212026_5,/,2026-05-21T05:00:00Z,1,Chrome,desktop,Windows,Kanpur,IN,UP,direct,,,,,,17000
wix_50.47.239.237_5152026_7,/,2026-05-15T07:00:00Z,1,Edge,mobile,iOS,Bothell,US,WA,referral,https://aka.synozur.com/,,,,,
wix_80.137.168.129_382026_5,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-03-08T05:00:00Z,1,Safari,mobile,iOS,Bremen,DE,HB,organic,https://google.com/,,,,,
wix_38.15.238.193_1272026_13,/microsoft-partner-gtm-strategy-review,2026-01-27T13:00:00Z,1,Chrome,desktop,Windows,Brooklyn,US,NY,organic,https://google.com/,,,,,
wix_50.47.248.147_3242026_8,/workshopoffers/m365-academy-—-microsoft-365-transformation-day,2026-03-24T08:00:00Z,1,Edge,desktop,Windows,Bothell,US,WA,direct,,,,,,
wix_117.162.57.151_1292026_0,/solutions/fractional-leadership,2026-01-29T00:00:00Z,1,Chrome,desktop,Windows,Ji’an,CN,JX,direct,,,,,,
wix_133.200.222.128_232026_5,/post/gpt-5-2-arrives-in-m365-copilot,2026-02-03T05:00:00Z,1,Chrome,desktop,Mac OS,Musashino,JP,Tokyo,organic,https://google.com/,,,,,
wix_165.225.16.119_1262026_3,/post/11-copilot-tips-to-supercharge-your-productivity,2026-01-26T03:00:00Z,1,Edge,desktop,Windows,London,GB,ENG,organic,https://bing.com/,,,,,
wix_84.37.211.58_2172026_13,/post/sharepoint-s-next-25-years,2026-02-17T13:00:00Z,1,Chrome,desktop,Windows,Ashburn,US,VA,referral,,hs_email,email,,23481503,
wix_73.98.70.90_372026_11,/applications,2026-03-07T11:00:00Z,1,Chrome,desktop,Windows,Albuquerque,US,NM,organic,https://google.com/,,,,,
