session_id,path,viewedAt,pageviewCount,browserName,deviceType,osName,city,country,region,trafficSource,referrerUrl,utmSource,utmMedium,utmCampaign,utmContent,timeOnPageMs
wix_172.56.104.91_3202026_17,/,2026-03-20T17:00:00Z,5,Chrome,mobile,Android,Seattle,US,WA,direct,,,,,,
wix_unknown_162026_12,/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,2026-01-06T12:00:00Z,3,Edge,desktop,Windows,Geneva,US,IL,direct,,,,,,
wix_72.179.99.60_2272026_10,/post/gpt-5-2-arrives-in-m365-copilot,2026-02-27T10:00:00Z,3,Google App,mobile,iOS,Laredo,US,TX,organic,https://google.com/,,,,,
wix_unknown_1132026_11,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-13T11:00:00Z,3,Safari,mobile,iOS,Warsaw,PL,14,direct,,perplexity,,,,
wix_73.164.171.54_3152026_13,/team,2026-03-15T13:00:00Z,3,Firefox,desktop,Windows,Portland,US,OR,direct,,,,,,
wix_140.174.209.90_4222026_21,/webinars/upgrade-your-company-operating-system,2026-04-22T21:00:00Z,3,Chrome,mobile,Android,New York,US,NY,organic,https://google.com/,,,,,
wix_146.75.253.249_622026_12,/team,2026-06-02T12:00:00Z,3,Safari,mobile,iOS,Cambridge,US,MA,organic,https://google.com/,,,,,
wix_98.15.39.105_232026_17,/start,2026-02-03T17:00:00Z,2,Facebook,mobile,Android,Staten Island,US,NY,referral,https://syndicatedsearch.goog/,,,,,
wix_173.48.146.164_1192026_11,/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,2026-01-19T11:00:00Z,2,Safari,mobile,iOS,Medford,US,MA,direct,,,,,,
wix_93.96.179.50_1142026_3,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-14T03:00:00Z,2,Chrome,desktop,Windows,Forest Hill,GB,LEW,direct,,,,,,
wix_50.47.248.147_3242026_8,/search,2026-03-24T08:00:00Z,2,Edge,desktop,Windows,Bothell,US,WA,direct,,,,,,16000
wix_205.220.46.212_622026_10,/team,2026-06-02T10:00:00Z,2,Chrome,desktop,Windows,Boston,US,MA,organic,https://google.com/,,,,,
wix_61.250.32.20_3202026_12,/,2026-03-20T12:00:00Z,2,Chrome,desktop,Mac OS,,KR,,direct,,,,,,
wix_155.190.35.168_1262026_7,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-26T07:00:00Z,2,Chrome,desktop,Windows,Frankfurt am Main,DE,HE,referral,https://statics.teams.cdn.office.net/,,,,,
wix_194.120.133.31_382026_6,/,2026-03-08T06:00:00Z,2,Safari,desktop,Mac OS,Southall,GB,EAL,direct,,,,,,12000
wix_72.37.129.44_1222026_13,/,2026-01-22T13:00:00Z,2,Edge,desktop,Windows,Los Angeles,US,CA,direct,,,,,,
wix_172.56.13.85_2212026_15,/post/11-copilot-tips-to-supercharge-your-productivity,2026-02-21T15:00:00Z,2,Edge,desktop,Windows,Minneapolis,US,MN,organic,https://bing.com/,,,,,
wix_unknown_1172026_20,/,2026-01-17T20:00:00Z,2,Chrome,desktop,Mac OS,,KR,,direct,,,,,,
wix_50.147.210.194_4202026_14,/post/welcoming-michelle-boyd-as-executive-director-first-nations-ai-digital-futures-initiative,2026-04-20T14:00:00Z,2,Edge,desktop,Windows,Redmond,US,WA,referral,https://statics.teams.cdn.office.net/,,,,,
wix_unknown_1132026_5,/post/11-copilot-tips-to-supercharge-your-productivity,2026-01-13T05:00:00Z,2,Edge,desktop,Windows,Brussels,BE,BRU,direct,,,,,,
wix_172.58.245.247_1262026_16,/team,2026-01-26T16:00:00Z,2,Chrome,mobile,Android,Washington,US,DC,direct,,,,,,
wix_122.172.83.240_422026_7,/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2026-04-02T07:00:00Z,2,Chrome,mobile,Android,Bengaluru,IN,KA,organic,https://google.com/,,,,,
wix_50.47.248.147_412026_19,/applications,2026-04-01T19:00:00Z,2,Edge,mobile,iOS,Bothell,US,WA,direct,,,,,,44000
wix_24.17.45.17_3192026_9,/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2026-03-19T09:00:00Z,2,Edge,desktop,Windows,Kenmore,US,WA,direct,,,,,,
wix_unknown_1122026_10,/profile/chris/profile,2026-01-12T10:00:00Z,2,Edge,desktop,Windows,Atlanta,US,GA,organic,https://bing.com/,,,,,10000
wix_195.70.80.242_552026_3,/post/11-copilot-tips-to-supercharge-your-productivity,2026-05-05T03:00:00Z,2,Edge,desktop,Windows,,GB,SWK,direct,,,,,,
wix_125.236.204.138_2282026_15,/post/content-without-compromise-inside-the-m-files-microsoft-alliance,2026-02-28T15:00:00Z,2,Edge,desktop,Windows,Auckland,NZ,AUK,referral,https://m-files.com/,,,,,
wix_180.150.80.124_1252026_6,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-25T06:00:00Z,2,Safari,mobile,iOS,Perth,AU,WA,direct,,,,,,
wix_98.97.106.207_5132026_19,/applications,2026-05-13T19:00:00Z,2,Chrome,mobile,Android,Denver,US,CO,referral,android-app://com.linkedin.android/,,,,,367000
wix_72.34.77.202_4142026_16,/post/claude-comes-inside-the-microsoft-365-boundary,2026-04-14T16:00:00Z,2,Chrome,desktop,Mac OS,Rowland Heights,US,CA,organic,https://google.com/,,,,,
wix_140.248.44.0_4222026_6,/,2026-04-22T06:00:00Z,2,Safari,mobile,iOS,Miami,US,FL,direct,,,,,,
wix_140.248.40.100_4182026_9,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-04-18T09:00:00Z,2,Safari,mobile,iOS,Guildford,GB,SRY,organic,https://google.com/,,,,,
wix_unknown_12312025_2,/post/gpt-5-2-arrives-in-m365-copilot,2025-12-31T02:00:00Z,2,Chrome,mobile,Android,San Bernardino,US,CA,organic,https://google.com/,,,,,
wix_unknown_1122026_5,/team,2026-01-12T05:00:00Z,2,Safari,mobile,iOS,New York,US,NY,organic,https://google.com/,,,,,
wix_146.75.248.0_222026_7,/,2026-02-02T07:00:00Z,2,Safari,mobile,iOS,Atlanta,US,GA,direct,,,,,,
wix_24.16.26.78_1232026_12,/about,2026-01-23T12:00:00Z,2,Edge,desktop,Windows,Kirkland,US,WA,direct,,,,,,32000
wix_136.226.72.112_212026_8,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-02-01T08:00:00Z,2,Edge,desktop,Windows,Boston,US,MA,organic,https://bing.com/,,,,,
wix_68.47.98.42_322026_15,/about,2026-03-02T15:00:00Z,2,Chrome,desktop,Windows,Minneapolis,US,MN,organic,https://google.com/,,,,,
wix_104.15.26.145_2222026_13,/,2026-02-22T13:00:00Z,2,Edge,desktop,Windows,Chapel Hill,US,NC,organic,https://google.com/,,,,,
wix_155.190.19.6_3222026_13,/post/claude-comes-inside-the-microsoft-365-boundary,2026-03-22T13:00:00Z,2,Chrome,desktop,Windows,New York,US,NY,organic,https://google.com/,,,,,
wix_172.56.195.53_252026_23,/,2026-02-05T23:00:00Z,2,Facebook,mobile,Android,Everett,US,MA,direct,https://syndicatedsearch.goog/,google,wix-smart-campaign,guided-transformations-for-leaders-2026-2-1-4b82ffda,,21000
wix_174.6.143.56_2102026_14,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-02-10T14:00:00Z,2,Edge,desktop,Windows,Richmond,CA,BC,organic,https://bing.com/,,,,,
wix_113.217.243.179_5232026_22,/,2026-05-23T22:00:00Z,2,Chrome,desktop,Mac OS,,KR,,direct,,,,,,
wix_unknown_152026_2,/post/introducing-the-knowledge-agent-for-microsoft-365-copilot,2026-01-05T02:00:00Z,2,Edge,desktop,Windows,Roskilde,DK,85,direct,,,,,,12000
wix_50.47.248.147_3242026_8,/search,2026-03-24T08:00:00Z,2,Edge,desktop,Windows,Bothell,US,WA,direct,,,,,,49000
wix_172.56.204.160_292026_7,/about,2026-02-09T07:00:00Z,2,Chrome,mobile,Android,Seattle,US,WA,organic,https://google.com/,,,,,177000
wix_82.69.17.76_452026_4,/post/claude-comes-inside-the-microsoft-365-boundary,2026-04-05T04:00:00Z,2,Firefox,desktop,Mac OS,Muswell Hill,GB,HRY,organic,https://duckduckgo.com/,,,,,
wix_166.199.150.85_5132026_4,/polaris,2026-05-13T04:00:00Z,2,Chrome,mobile,Android,Dallas,US,GA,direct,,,,,,
wix_107.77.205.23_2252026_21,/items/2026-ai-report,2026-02-25T21:00:00Z,2,Edge,mobile,iOS,,US,WA,direct,https://synozur.com/items/2026-ai-report,,,,,908000
wix_204.114.196.5_452026_20,/post/11-copilot-tips-to-supercharge-your-productivity,2026-04-05T20:00:00Z,2,Edge,desktop,Windows,,,,direct,,,,,,115000
wix_67.212.36.139_2142026_10,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-14T10:00:00Z,2,Safari,mobile,iOS,Myrtle Beach,US,SC,organic,https://google.com/,,,,,
wix_unknown_1142026_19,/post/m-files-and-microsoft-a-new-era-of-document-management,2026-01-14T19:00:00Z,2,Safari,mobile,iOS,Sugar Land,US,TX,organic,https://google.com/,,,,,
wix_162.251.243.151_2152026_15,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-15T15:00:00Z,2,Firefox,desktop,Windows,Newark,US,NJ,organic,https://google.com/,,,,,
wix_216.30.186.194_2232026_6,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-23T06:00:00Z,2,Chrome,desktop,Windows,Charlottesville,US,VA,organic,https://google.com/,,,,,339000
wix_107.77.205.232_1192026_0,/insights,2026-01-19T00:00:00Z,2,Edge,mobile,iOS,,US,WA,direct,,,,,,36000
wix_103.66.10.192_552026_0,/,2026-05-05T00:00:00Z,2,Edge,desktop,Windows,Chandigarh,IN,CH,organic,https://google.com/,,,,,
wix_unknown_1122026_3,/terms,2026-01-12T03:00:00Z,2,Edge,desktop,Windows,Visakhapatnam,IN,AP,referral,https://darsycertification-wu2.azurewebsites.net/,,,,,
wix_50.47.239.237_5152026_13,/,2026-05-15T13:00:00Z,2,Edge,mobile,iOS,Bothell,US,WA,direct,,,,,,
wix_50.46.144.232_3212026_22,/case-studies/ai-and-knowledge-transformation-at-a-strategic-communications-firm,2026-03-21T22:00:00Z,2,Chrome,mobile,Android,Bothell,US,WA,referral,android-app://com.linkedin.android/,,,,,
wix_unknown_1112026_7,/post/11-copilot-tips-to-supercharge-your-productivity,2026-01-11T07:00:00Z,2,Chrome,desktop,Windows,Singapore,SG,,organic,https://sg.search.yahoo.com/,,,,,
wix_203.211.75.148_2172026_2,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-17T02:00:00Z,2,Chrome,desktop,Mac OS,Auckland,NZ,AUK,organic,https://google.com/,,,,,
wix_94.254.225.7_2122026_8,/services-overview/default,2026-02-12T08:00:00Z,2,Chrome,mobile,Android,Warsaw,PL,14,referral,,hs_email,email,,15636792,
wix_170.85.57.17_332026_6,/post/claude-comes-inside-the-microsoft-365-boundary,2026-03-03T06:00:00Z,2,Edge,desktop,Windows,Atlanta,US,GA,referral,https://statics.teams.cdn.office.net/,,,,,
wix_unknown_152026_12,/insights,2026-01-05T12:00:00Z,2,Chrome,desktop,Windows,City of London,GB,LND,organic,https://google.com/,,,,,
wix_170.61.237.1_292026_6,/post/content-without-compromise-inside-the-m-files-microsoft-alliance,2026-02-09T06:00:00Z,2,Edge,desktop,Windows,London,GB,ENG,organic,https://bing.com/,,,,,
wix_136.226.242.190_5312026_7,/start,2026-05-31T07:00:00Z,2,Chrome,desktop,Mac OS,Chennai,IN,TN,direct,,,,,,
wix_unknown_1142026_16,/solutions/ai-strategy-and-design,2026-01-14T16:00:00Z,2,Chrome,desktop,Windows,Burlington,CA,ON,organic,https://google.com/,,,,,
wix_unknown_1172026_7,/post/gpt-5-2-arrives-in-m365-copilot,2026-01-17T07:00:00Z,2,Safari,mobile,iOS,Perth,AU,WA,organic,https://google.com/,,,,,
wix_47.204.231.113_3102026_3,/post/11-copilot-tips-to-supercharge-your-productivity,2026-03-10T03:00:00Z,2,DuckDuckGo Mobile,mobile,iOS,Lutz,US,FL,organic,https://duckduckgo.com/,,,,,
wix_136.226.166.113_2222026_8,/post/11-copilot-tips-to-supercharge-your-productivity,2026-02-22T08:00:00Z,2,Edge,desktop,Windows,London,GB,ENG,organic,https://bing.com/,,,,,
wix_104.129.205.34_622026_11,/,2026-06-02T11:00:00Z,2,Chrome,desktop,Windows,Atlanta,US,GA,direct,,,,,,
wix_172.4.122.219_5132026_10,/,2026-05-13T10:00:00Z,2,Edge,desktop,Windows,Broadview Heights,US,OH,direct,,,,,,
wix_98.161.210.138_632026_12,/,2026-06-03T12:00:00Z,2,Chrome,desktop,Mac OS,Queen Creek,US,AZ,organic,https://google.com/,,,,,25000
wix_68.47.98.42_322026_14,/post/copilot-culture-the-cloud-2025-at-synozur,2026-03-02T14:00:00Z,2,Chrome,desktop,Windows,Minneapolis,US,MN,organic,https://google.com/,,,,,65000
wix_104.179.14.23_492026_6,/post/11-copilot-tips-to-supercharge-your-productivity,2026-04-09T06:00:00Z,2,Edge,desktop,Mac OS,Irving,US,TX,organic,https://bing.com/,,,,,
wix_161.4.2.102_2102026_23,/post/introducing-the-knowledge-agent-for-microsoft-365-copilot,2026-02-10T23:00:00Z,2,Edge,desktop,Windows,Bergen,NO,46,direct,,,,,,
wix_61.250.32.31_2172026_4,/,2026-02-17T04:00:00Z,2,Chrome,desktop,Mac OS,,KR,,direct,,,,,,
wix_unknown_172026_5,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-01-07T05:00:00Z,2,Edge,desktop,Windows,Whitby,CA,ON,direct,,,,,,
wix_69.244.64.40_622026_12,/event-details/microsoft-tribal-cio-summit-2026,2026-06-02T12:00:00Z,2,Edge,desktop,Windows,Baltimore,US,MD,organic,https://bing.com/,,,,,192000
wix_68.47.98.42_332026_10,/post/welcoming-michelle-boyd-as-executive-director-first-nations-ai-digital-futures-initiative,2026-03-03T10:00:00Z,2,Chrome,desktop,Windows,Minneapolis,US,MN,direct,https://synozur.com/about,,,,,
wix_unknown_192026_21,/team/rob-asen,2026-01-09T21:00:00Z,2,Chrome,desktop,Mac OS,Sydney,AU,NSW,organic,https://google.com/,,,,,
wix_73.162.136.98_5132026_13,/post/sharepoint-s-next-25-years,2026-05-13T13:00:00Z,2,Safari,desktop,Mac OS,Los Altos,US,CA,organic,https://google.com/,,,,,
wix_unknown_1172026_9,/post/gpt-5-2-arrives-in-m365-copilot,2026-01-17T09:00:00Z,2,Chrome,mobile,Android,Surprise,US,AZ,organic,https://google.com/,,,,,626000
wix_47.196.121.251_2272026_9,/post/first-encounters-with-microsofts-copilot-researcher-analyst,2026-02-27T09:00:00Z,2,Chrome,desktop,Windows,Brandon,US,FL,organic,https://google.com/,,,,,
wix_170.203.122.246_362026_8,/,2026-03-06T08:00:00Z,2,Edge,desktop,Windows,Katy,US,TX,direct,,,,,,
wix_92.112.174.211_5262026_14,/post/copilot-goes-ubiquitous,2026-05-26T14:00:00Z,2,Chrome,mobile,Android,Madrid,ES,M,organic,https://bing.com/,,,,,
wix_12.227.142.58_5132026_13,/team/michelle-caldwell,2026-05-13T13:00:00Z,2,Edge,mobile,iOS,Bremerton,US,WA,direct,,,,,,
wix_50.47.248.147_2152026_15,/event-details/the-new-ai-frontier-market-shifts-maturity-gaps-and-how-to-lead-with-copilot,2026-02-15T15:00:00Z,2,Edge,desktop,Windows,Bothell,US,WA,direct,,,,,,
wix_130.41.166.87_3172026_12,/post/claude-comes-inside-the-microsoft-365-boundary,2026-03-17T12:00:00Z,2,Chrome,desktop,Windows,Denver,US,CO,organic,https://google.com/,,,,,
wix_109.157.83.238_3162026_6,/post/claude-comes-inside-the-microsoft-365-boundary,2026-03-16T06:00:00Z,2,Edge,desktop,Windows,Birmingham,GB,BIR,direct,,,,,,
wix_193.223.49.101_3222026_5,/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2026-03-22T05:00:00Z,2,Edge,desktop,Mac OS,Zurich,CH,ZH,organic,https://bing.com/,,,,,
wix_73.188.249.79_2172026_20,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-17T20:00:00Z,2,Safari,mobile,iOS,Philadelphia,US,PA,organic,https://google.com/,,,,,
wix_163.116.198.117_2222026_19,/post/content-without-compromise-inside-the-m-files-microsoft-alliance,2026-02-22T19:00:00Z,2,Edge,desktop,Windows,Melbourne,AU,VIC,direct,,,,,,
wix_113.217.243.149_4212026_22,/,2026-04-21T22:00:00Z,2,Chrome,desktop,Mac OS,,KR,,direct,,,,,,
wix_136.226.251.73_3172026_0,/post/claude-comes-inside-the-microsoft-365-boundary,2026-03-17T00:00:00Z,2,Edge,desktop,Windows,New Delhi,IN,DL,direct,,,,,,
wix_unknown_172026_10,/clients,2026-01-07T10:00:00Z,2,Chrome,desktop,Windows,Traverse City,US,MI,organic,https://google.com/,,,,,60000
wix_104.35.6.101_5102026_7,/,2026-05-10T07:00:00Z,2,Edge,mobile,iOS,Sherman Oaks,US,CA,direct,,,,,,
wix_68.204.99.15_5132026_12,/,2026-05-13T12:00:00Z,2,Chrome,desktop,Windows,Kissimmee,US,FL,direct,,,,,,
wix_45.249.116.215_582026_19,/post/back-in-the-intra-zone-mark-kashman-and-the-m365-community-conference,2026-05-08T19:00:00Z,2,Safari,mobile,iOS,Adelaide,AU,SA,direct,,,,,,
wix_68.67.92.46_3272026_6,/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,2026-03-27T06:00:00Z,2,Safari,mobile,iOS,Rocklin,US,CA,direct,,,,,,
wix_90.199.112.212_1202026_12,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-20T12:00:00Z,2,Edge,desktop,Windows,Hastings,GB,ESX,direct,https://gemini.google.com/,,,,,
wix_140.248.44.0_2202026_19,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-20T19:00:00Z,2,Safari,mobile,iOS,Miami,US,FL,direct,,,,,,
wix_63.211.220.106_4152026_11,/,2026-04-15T11:00:00Z,2,Safari,desktop,Mac OS,Olympia,US,WA,direct,,,,,,
wix_209.245.161.8_422026_15,/team,2026-04-02T15:00:00Z,2,Safari,mobile,iOS,Woodinville,US,WA,organic,https://google.com/,,,,,
wix_103.66.97.32_352026_3,/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2026-03-05T03:00:00Z,2,Edge,desktop,Windows,Mumbai,IN,MH,organic,https://google.com/,,,,,
wix_174.45.8.191_282026_21,/start,2026-02-08T21:00:00Z,2,Chrome,mobile,Android,Bozeman,US,MT,organic,https://google.com/,,,,,9000
wix_104.28.196.8_2112026_16,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-11T16:00:00Z,2,Chrome,desktop,Mac OS,Yokohama,JP,Kanagawa,direct,,,,,,
wix_73.174.88.103_3112026_9,/post/claude-comes-inside-the-microsoft-365-boundary,2026-03-11T09:00:00Z,2,Chrome,desktop,Windows,Export,US,PA,organic,https://google.com/,,,,,
wix_unknown_1122026_7,/careers,2026-01-12T07:00:00Z,2,Chrome,desktop,Mac OS,Samborondón,EC,G,organic,https://google.com/,,,,,
wix_66.33.8.19_2252026_12,/clients,2026-02-25T12:00:00Z,2,Chrome,desktop,Windows,Denver,US,CO,organic,https://google.com/,,,,,
wix_50.173.195.65_2192026_12,/about,2026-02-19T12:00:00Z,2,Chrome,desktop,Windows,Minneapolis,US,MN,organic,https://google.com/,,,,,30002000
wix_50.47.248.147_3252026_11,/workshopoffers/ai-academy-—-immersive-ai-leadership-day,2026-03-25T11:00:00Z,2,Edge,desktop,Windows,Bothell,US,WA,referral,https://statics.teams.cdn.office.net/,,,,,481000
wix_208.252.149.98_392026_11,/clients,2026-03-09T11:00:00Z,2,Safari,desktop,Mac OS,Norristown,US,PA,direct,,,,,,
wix_104.129.199.18_622026_10,/,2026-06-02T10:00:00Z,2,Chrome,desktop,Windows,Los Angeles,US,CA,direct,,,,,,49000
wix_172.226.36.132_3162026_21,/team/andrew-borg,2026-03-16T21:00:00Z,2,Safari,mobile,iOS,San Francisco,US,CA,organic,https://google.com/,,,,,187000
wix_138.43.111.49_232026_12,/post/11-copilot-tips-to-supercharge-your-productivity,2026-02-03T12:00:00Z,2,Edge,desktop,Windows,Chicago,US,IL,organic,https://bing.com/,,,,,
wix_unknown_1122026_10,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-01-12T10:00:00Z,2,Edge,desktop,Windows,Maple Grove,US,MN,organic,https://bing.com/,,,,,
wix_195.46.26.42_5272026_0,/post/claude-comes-inside-the-microsoft-365-boundary,2026-05-27T00:00:00Z,2,Edge,desktop,Windows,Athens,GR,I,direct,,,,,,
wix_70.175.136.63_4162026_13,/post/claude-comes-inside-the-microsoft-365-boundary,2026-04-16T13:00:00Z,2,Edge,desktop,Windows,Irvine,US,CA,organic,https://google.com/,,,,,
wix_39.174.48.130_3292026_7,/services-item/gtm-marketing-creative-agency-old/gtm-strategy,2026-03-29T07:00:00Z,1,Chrome,desktop,Windows,Wenzhou,CN,ZJ,direct,,,,,,
wix_67.182.149.86_3302026_20,/,2026-03-30T20:00:00Z,1,Edge,desktop,Windows,Seattle,US,WA,direct,,,,,,10000
wix_80.233.61.63_4202026_10,/post/from-lean-to-lead-a-consultant-turned-owner-story-damien-lacey,2026-04-20T10:00:00Z,1,Safari,mobile,iOS,,IE,,organic,https://google.com/,,,,,
wix_unknown_182026_14,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-08T14:00:00Z,1,Edge,desktop,Windows,Westminster,US,MD,organic,https://bing.com/,,,,,
wix_153.66.225.195_3292026_6,/post/evaluating-the-cost-of-a-fractional-cio-understanding-fractional-cio-pricing,2026-03-29T06:00:00Z,1,Chrome,desktop,Mac OS,New Orleans,US,LA,direct,,,,,,
wix_174.45.8.191_3102026_12,/items/2026-ai-report,2026-03-10T12:00:00Z,1,Chrome,mobile,Android,Bozeman,US,MT,referral,android-app://com.linkedin.android/,,,,,
wix_146.75.136.237_2202026_10,/team,2026-02-20T10:00:00Z,1,Safari,mobile,iOS,Renton,US,WA,direct,,,,,,
wix_136.226.101.81_1252026_16,/team,2026-01-25T16:00:00Z,1,Chrome,desktop,Windows,,US,TX,direct,https://synozur.com/,,,,,51000
wix_104.188.186.25_5122026_12,/team/chris-mcnulty,2026-05-12T12:00:00Z,1,Chrome,desktop,Windows,DeBary,US,FL,organic,https://google.com/,,,,,47000
wix_61.238.240.78_1202026_23,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-01-20T23:00:00Z,1,Edge,desktop,Windows,,HK,,organic,https://bing.com/,,,,,
wix_47.196.121.251_2282026_13,/post/first-encounters-with-microsofts-copilot-researcher-analyst,2026-02-28T13:00:00Z,1,Chrome,desktop,Windows,Brandon,US,FL,direct,https://synozur.com/post/first-encounters-with-microsofts-copilot-researcher-analyst,,,,,
wix_104.129.206.173_3142026_14,/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,2026-03-14T14:00:00Z,1,Edge,desktop,Windows,Atlanta,US,GA,organic,https://google.com/,,,,,
wix_23.109.232.29_2192026_14,/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,2026-02-19T14:00:00Z,1,Chrome,desktop,Windows,,NL,,organic,https://bing.com/,,,,,
wix_47.14.64.199_632026_18,/partners,2026-06-03T18:00:00Z,1,Chrome,mobile,Android,Upton,US,MA,organic,https://google.com/,,,,,29000
wix_108.53.164.23_5212026_9,/,2026-05-21T09:00:00Z,1,Chrome,desktop,Mac OS,Asbury Park,US,NJ,organic,https://google.com/,,,,,4000
wix_50.54.141.224_3152026_13,/,2026-03-15T13:00:00Z,1,Edge,desktop,Windows,Snohomish,US,WA,direct,,,,,,
wix_147.161.167.28_5172026_8,/models/gtm-maturity-model,2026-05-17T08:00:00Z,1,Edge,desktop,Windows,London,GB,ENG,organic,https://bing.com/,,,,,
wix_31.94.72.123_4102026_3,/applications/holidays-and-birthdays-web-part,2026-04-10T03:00:00Z,1,LinkedIn App,mobile,iOS,,GB,SWK,organic,https://linkedin.com/,,,,,
wix_49.36.219.11_4262026_9,/careers,2026-04-26T09:00:00Z,1,Chrome,desktop,Windows,Agra,IN,UP,direct,,,,,,
wix_unknown_172026_7,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-07T07:00:00Z,1,Edge,desktop,Windows,Ravenstein,NL,NB,referral,https://statics.teams.cdn.office.net/,,,,,
wix_97.236.184.96_3222026_8,/items/succeeding-with-copilot,2026-03-22T08:00:00Z,1,Chrome,desktop,Mac OS,Norfolk,US,VA,organic,https://duckduckgo.com/,,,,,51000
wix_118.208.136.232_2142026_21,/post/content-without-compromise-inside-the-m-files-microsoft-alliance,2026-02-14T21:00:00Z,1,Edge,desktop,Windows,Brisbane,AU,QLD,direct,,,,,,
wix_146.75.136.74_3172026_8,/team/andrew-borg,2026-03-17T08:00:00Z,1,Safari,mobile,iOS,Hayward,US,CA,direct,https://synozur.com/team,,,,,
wix_unknown_122026_0,/post/introducing-the-knowledge-agent-for-microsoft-365-copilot,2026-01-02T00:00:00Z,1,DuckDuckGo Mobile,mobile,iOS,Madrid,ES,M,organic,https://duckduckgo.com/,,,,,
wix_162.10.127.39_2182026_12,/clients,2026-02-18T12:00:00Z,1,Edge,desktop,Windows,New York,US,NY,direct,,,,,,5000
wix_77.89.132.101_2172026_8,/post/claude-comes-inside-the-microsoft-365-boundary,2026-02-17T08:00:00Z,1,Edge,desktop,Windows,Lambeth,GB,LBH,organic,https://google.com/,,,,,
wix_202.181.177.126_582026_20,/partners,2026-05-08T20:00:00Z,1,Chrome,desktop,Mac OS,,BZ,,direct,,,,,,
wix_205.169.39.25_572026_15,/privacy,2026-05-07T15:00:00Z,1,Safari,mobile,iOS,,US,,organic,https://bing.com/,,,,,
wix_50.47.239.237_5162026_10,/,2026-05-16T10:00:00Z,1,Edge,mobile,iOS,Bothell,US,WA,direct,,,,,,21000
wix_142.147.202.22_2172026_13,/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,2026-02-17T13:00:00Z,1,Chrome,desktop,Windows,Ashburn,US,VA,referral,,hs_email,email,,23481503,
wix_1.145.120.155_2122026_14,/team/rob-asen,2026-02-12T14:00:00Z,1,Chrome,mobile,iOS,Sydney,AU,NSW,organic,https://google.com/,,,,,
wix_50.46.59.12_312026_11,/about,2026-03-01T11:00:00Z,1,Edge,desktop,Windows,Lake Stevens,US,WA,organic,https://google.com/,,,,,51000
wix_172.56.107.169_3132026_15,/about,2026-03-13T15:00:00Z,1,Safari,mobile,iOS,Federal Way,US,WA,direct,,,,,,
wix_24.134.227.129_1262026_4,/,2026-01-26T04:00:00Z,1,Chrome,desktop,Linux,Oberstdorf,DE,BY,organic,https://duckduckgo.com/,,,,,
wix_155.245.155.204_1262026_7,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-01-26T07:00:00Z,1,Edge,desktop,Windows,Colchester,GB,ESS,direct,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,,,,,
wix_143.105.15.83_4212026_17,/post/claude-comes-inside-the-microsoft-365-boundary,2026-04-21T17:00:00Z,1,Safari,mobile,iOS,Toronto,CA,ON,direct,,,,,,
wix_147.161.132.195_3242026_8,/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,2026-03-24T08:00:00Z,1,Safari,desktop,Mac OS,Amsterdam,NL,NH,organic,https://google.com/,,,,,
wix_136.60.243.239_4122026_3,/post/introducing-microsoft-copilot-notebooks-a-quick-take,2026-04-12T03:00:00Z,1,DuckDuckGo Mobile,mobile,iOS,Sandy,US,UT,organic,https://duckduckgo.com/,,,,,
wix_178.152.245.246_1292026_7,/post/claude-comes-inside-the-microsoft-365-boundary,2026-01-29T07:00:00Z,1,Safari,mobile,iOS,Doha,QA,DA,direct,,,,,,
